AllTimePriceId	code	startval	highval	lowval	curval	curvol	Regdate
52682	187870	37550	38750	37150	37950	220986	2020-12-04 12:13:29.040
52958	187870	37550	38750	37150	37950	220986	2020-12-04 12:13:55.263
53228	187870	37550	38750	37150	38200	221771	2020-12-04 12:14:20.350
53484	187870	37550	38750	37150	38200	221771	2020-12-04 12:14:45.523
53759	187870	37550	38750	37150	38100	221773	2020-12-04 12:15:11.003
54023	187870	37550	38750	37150	38100	221773	2020-12-04 12:15:35.220
54291	187870	37550	38750	37150	38100	221773	2020-12-04 12:16:00.037
54561	187870	37550	38750	37150	38100	221821	2020-12-04 12:16:25.590
54833	187870	37550	38750	37150	38100	221821	2020-12-04 12:16:51.247
55088	187870	37550	38750	37150	38050	221836	2020-12-04 12:17:15.953
55361	187870	37550	38750	37150	38050	221836	2020-12-04 12:17:41.877
55628	187870	37550	38750	37150	38050	222267	2020-12-04 12:18:07.210
55894	187870	37550	38750	37150	38050	222267	2020-12-04 12:18:32.373
56166	187870	37550	38750	37150	38050	222267	2020-12-04 12:18:57.830
56428	187870	37550	38750	37150	38000	222339	2020-12-04 12:19:23.263
56692	187870	37550	38750	37150	38000	222339	2020-12-04 12:19:47.823
56958	187870	37550	38750	37150	38000	222517	2020-12-04 12:20:12.640
57231	187870	37550	38750	37150	38000	222517	2020-12-04 12:20:38.787
57498	187870	37550	38750	37150	38000	222517	2020-12-04 12:21:04.253
57764	187870	37550	38750	37150	37950	222572	2020-12-04 12:21:30.153
58022	187870	37550	38750	37150	37950	222572	2020-12-04 12:21:54.760
58296	187870	37550	38750	37150	37950	222975	2020-12-04 12:22:20.487
58564	187870	37550	38750	37150	37950	222975	2020-12-04 12:22:45.967
58821	187870	37550	38750	37150	37950	223068	2020-12-04 12:23:10.603
59097	187870	37550	38750	37150	37950	223068	2020-12-04 12:23:35.723
59362	187870	37550	38750	37150	37950	223068	2020-12-04 12:24:00.803
59620	187870	37550	38750	37150	38000	223124	2020-12-04 12:24:25.680
59897	187870	37550	38750	37150	38000	223124	2020-12-04 12:24:51.183
60173	187870	37550	38750	37150	37950	223404	2020-12-04 12:25:17.200
60434	187870	37550	38750	37150	37950	223404	2020-12-04 12:25:41.987
60702	187870	37550	38750	37150	37950	224131	2020-12-04 12:26:06.977
60965	187870	37550	38750	37150	37950	224131	2020-12-04 12:26:31.767
61242	187870	37550	38750	37150	37950	224131	2020-12-04 12:26:57.250
61502	187870	37550	38750	37150	37900	224353	2020-12-04 12:27:22.180
61776	187870	37550	38750	37150	37900	224353	2020-12-04 12:27:48.177
62027	187870	37550	38750	37150	37900	224589	2020-12-04 12:28:13.513
62300	187870	37550	38750	37150	37900	224589	2020-12-04 12:28:38.887
62560	187870	37550	38750	37150	37900	224589	2020-12-04 12:29:03.790
62835	187870	37550	38750	37150	37900	224701	2020-12-04 12:29:29.727
63102	187870	37550	38750	37150	37900	224701	2020-12-04 12:29:55.007
63368	187870	37550	38750	37150	37950	225216	2020-12-04 12:30:20.210
63632	187870	37550	38750	37150	37950	225216	2020-12-04 12:30:46.810
63907	187870	37550	38750	37150	38000	225249	2020-12-04 12:31:12.407
64168	187870	37550	38750	37150	38000	225249	2020-12-04 12:31:37.240
64436	187870	37550	38750	37150	38000	225249	2020-12-04 12:32:02.417
64696	187870	37550	38750	37150	38000	225913	2020-12-04 12:32:28.290
64971	187870	37550	38750	37150	38000	225913	2020-12-04 12:32:55.070
65234	187870	37550	38750	37150	38050	227211	2020-12-04 12:33:20.730
65507	187870	37550	38750	37150	38050	227211	2020-12-04 12:33:46.750
65772	187870	37550	38750	37150	38050	227252	2020-12-04 12:34:13.210
